# started on Mon Apr 14 11:50:56 2025

    12.005577052,3688,,context-switches,158893500,100.00,0.020,M/sec
    12.005577052,33,,cpu-migrations,158893500,100.00,0.175,K/sec
    12.005577052,4,,page-faults,158893500,100.00,0.021,K/sec
    12.005577052,211076900,,cycles,166599901,100.00,1.119,GHz
    12.005577052,307485818,,instructions,166599901,100.00,0.89,insn per cycle
    12.005577052,18717870,,branches,166599901,100.00,99.227,M/sec
    12.005577052,255780,,branch-misses,166599901,100.00,0.47,of all branches
    12.459671871,144.67,msec,task-clock,144672539,100.00,0.289,CPUs utilized
    12.459671871,3393,,context-switches,144737388,100.00,0.018,M/sec
    12.459671871,46,,cpu-migrations,144775635,100.00,0.246,K/sec
    12.459671871,11,,page-faults,144820119,100.00,0.059,K/sec
    12.459671871,195603560,,cycles,151336023,100.00,1.047,GHz
    12.459671871,283477115,,instructions,151553336,100.00,0.83,insn per cycle
    12.459671871,17866663,,branches,151597548,100.00,95.606,M/sec
    12.459671871,239101,,branch-misses,151621099,100.00,0.45,of all branches
    12.959964281,226.81,msec,task-clock,226808147,100.00,0.454,CPUs utilized
    12.959964281,28,,context-switches,226748253,100.00,0.149,K/sec
    12.959964281,10,,cpu-migrations,226716735,100.00,0.053,K/sec
    12.959964281,108,,page-faults,226677795,100.00,0.573,K/sec
    12.959964281,543394825,,cycles,226650715,100.00,2.884,GHz
    12.959964281,1059922355,,instructions,226438494,100.00,3.04,insn per cycle
    12.959964281,155381075,,branches,226399894,100.00,824.682,M/sec
    12.959964281,385368,,branch-misses,226381975,100.00,0.68,of all branches
    13.264775749,304.36,msec,task-clock,304359773,100.00,0.609,CPUs utilized
    13.264775749,1,,context-switches,304354818,100.00,0.005,K/sec
    13.264775749,0,,cpu-migrations,304348089,100.00,0.000,K/sec
    13.264775749,186,,page-faults,304342545,100.00,0.965,K/sec
    13.264775749,730364023,,cycles,304335622,100.00,3.790,GHz
    13.264775749,1615106485,,instructions,304330530,100.00,4.46,insn per cycle
    13.264775749,275755386,,branches,304324918,100.00,1430.952,M/sec
    13.264775749,566864,,branch-misses,304319286,100.00,0.87,of all branches
